base_name,percentage_within_threshold
ground_627_gt.ply,85.986328125
ground_606_gt.ply,82.12890625
ground_595_gt.ply,84.912109375
ground_361_gt.ply,91.11328125
ground_383_gt.ply,93.359375
ground_514_gt.ply,83.59375
ground_192_gt.ply,87.451171875
ground_325_gt.ply,87.744140625
ground_232_gt.ply,91.259765625
ground_112_gt.ply,86.81640625
ground_217_gt.ply,86.42578125
ground_659_gt.ply,87.109375
ground_492_gt.ply,88.818359375
ground_186_gt.ply,81.005859375
ground_147_gt.ply,90.234375
ground_48_gt.ply,91.2109375
ground_257_gt.ply,86.083984375
ground_685_gt.ply,85.693359375
ground_779_gt.ply,81.73828125
ground_503_gt.ply,86.71875
ground_714_gt.ply,87.548828125
ground_118_gt.ply,89.55078125
ground_256_gt.ply,85.693359375
ground_53_gt.ply,89.74609375
ground_392_gt.ply,81.8359375
ground_768_gt.ply,86.62109375
ground_780_gt.ply,88.8671875
ground_637_gt.ply,87.548828125
ground_592_gt.ply,84.619140625
ground_512_gt.ply,86.376953125
ground_17_gt.ply,88.818359375
ground_733_gt.ply,79.052734375
ground_794_gt.ply,86.5234375
ground_548_gt.ply,83.251953125
ground_332_gt.ply,89.84375
ground_423_gt.ply,85.3515625
ground_153_gt.ply,87.3046875
ground_136_gt.ply,87.890625
ground_379_gt.ply,91.69921875
ground_619_gt.ply,86.5234375
ground_391_gt.ply,92.67578125
ground_537_gt.ply,89.990234375
ground_344_gt.ply,87.060546875
ground_359_gt.ply,86.42578125
ground_471_gt.ply,86.328125
ground_519_gt.ply,83.49609375
ground_560_gt.ply,86.376953125
ground_553_gt.ply,87.060546875
ground_382_gt.ply,83.203125
ground_510_gt.ply,89.599609375
ground_481_gt.ply,90.185546875
ground_427_gt.ply,89.453125
ground_66_gt.ply,85.05859375
ground_788_gt.ply,81.005859375
ground_719_gt.ply,88.623046875
ground_329_gt.ply,90.673828125
ground_808_gt.ply,85.400390625
ground_45_gt.ply,92.08984375
ground_399_gt.ply,90.4296875
ground_801_gt.ply,83.88671875
ground_100_gt.ply,86.5234375
ground_50_gt.ply,93.603515625
ground_318_gt.ply,87.744140625
ground_805_gt.ply,84.1796875
ground_404_gt.ply,91.259765625
ground_500_gt.ply,88.916015625
ground_243_gt.ply,83.642578125
ground_724_gt.ply,88.671875
ground_538_gt.ply,91.259765625
ground_335_gt.ply,91.69921875
ground_7_gt.ply,87.841796875
ground_176_gt.ply,89.794921875
ground_267_gt.ply,83.69140625
ground_107_gt.ply,88.4765625
ground_585_gt.ply,91.455078125
ground_73_gt.ply,86.669921875
ground_54_gt.ply,85.205078125
ground_197_gt.ply,85.546875
ground_345_gt.ply,89.599609375
ground_730_gt.ply,88.57421875
ground_704_gt.ply,88.28125
ground_672_gt.ply,83.203125
ground_222_gt.ply,84.619140625
ground_726_gt.ply,85.009765625
ground_767_gt.ply,88.037109375
ground_55_gt.ply,89.306640625
ground_205_gt.ply,89.501953125
ground_770_gt.ply,86.81640625
ground_476_gt.ply,92.28515625
ground_33_gt.ply,87.59765625
ground_363_gt.ply,84.814453125
ground_67_gt.ply,88.623046875
ground_203_gt.ply,84.27734375
ground_760_gt.ply,87.255859375
ground_437_gt.ply,88.37890625
ground_460_gt.ply,87.548828125
ground_58_gt.ply,86.1328125
ground_304_gt.ply,89.208984375
ground_6_gt.ply,84.423828125
ground_527_gt.ply,85.595703125
ground_356_gt.ply,89.6484375
ground_76_gt.ply,87.255859375
ground_248_gt.ply,89.306640625
ground_104_gt.ply,91.30859375
ground_522_gt.ply,88.8671875
ground_11_gt.ply,90.33203125
ground_216_gt.ply,85.83984375
ground_129_gt.ply,83.984375
ground_386_gt.ply,86.181640625
ground_591_gt.ply,85.83984375
ground_79_gt.ply,90.185546875
ground_204_gt.ply,87.841796875
ground_787_gt.ply,87.939453125
ground_111_gt.ply,91.064453125
ground_110_gt.ply,85.302734375
ground_338_gt.ply,86.1328125
ground_340_gt.ply,91.845703125
ground_432_gt.ply,88.28125
ground_114_gt.ply,88.4765625
ground_239_gt.ply,88.427734375
ground_227_gt.ply,85.15625
ground_78_gt.ply,87.6953125
ground_127_gt.ply,88.720703125
ground_242_gt.ply,80.46875
ground_487_gt.ply,87.255859375
ground_797_gt.ply,79.638671875
ground_665_gt.ply,86.71875
ground_631_gt.ply,87.548828125
ground_737_gt.ply,86.083984375
ground_660_gt.ply,81.93359375
ground_611_gt.ply,82.6171875
ground_774_gt.ply,79.78515625
ground_191_gt.ply,89.2578125
ground_51_gt.ply,86.71875
ground_646_gt.ply,85.83984375
ground_651_gt.ply,84.27734375
ground_348_gt.ply,87.646484375
ground_693_gt.ply,84.375
ground_193_gt.ply,90.478515625
ground_791_gt.ply,83.740234375
ground_347_gt.ply,87.255859375
ground_25_gt.ply,85.107421875
ground_262_gt.ply,85.7421875
ground_515_gt.ply,82.568359375
ground_187_gt.ply,89.404296875
ground_141_gt.ply,91.69921875
ground_412_gt.ply,85.400390625
ground_301_gt.ply,91.30859375
ground_482_gt.ply,89.306640625
ground_64_gt.ply,85.302734375
ground_168_gt.ply,85.498046875
ground_552_gt.ply,84.228515625
ground_233_gt.ply,92.724609375
ground_381_gt.ply,91.69921875
ground_618_gt.ply,84.814453125
ground_333_gt.ply,90.72265625
ground_323_gt.ply,89.208984375
ground_465_gt.ply,88.330078125
ground_663_gt.ply,84.521484375
ground_644_gt.ply,86.81640625
ground_189_gt.ply,90.185546875
ground_684_gt.ply,87.20703125
ground_138_gt.ply,84.66796875
ground_658_gt.ply,83.544921875
ground_727_gt.ply,82.568359375
ground_563_gt.ply,90.33203125
ground_342_gt.ply,88.134765625
ground_235_gt.ply,84.326171875
ground_456_gt.ply,86.279296875
ground_493_gt.ply,81.982421875
ground_274_gt.ply,85.7421875
ground_642_gt.ply,83.935546875
ground_464_gt.ply,92.578125
ground_725_gt.ply,86.767578125
ground_686_gt.ply,87.20703125
ground_385_gt.ply,95.01953125
ground_292_gt.ply,86.71875
ground_157_gt.ply,92.7734375
ground_137_gt.ply,89.84375
ground_649_gt.ply,82.275390625
ground_689_gt.ply,84.033203125
ground_403_gt.ply,88.4765625
ground_255_gt.ply,85.7421875
ground_570_gt.ply,73.095703125
ground_526_gt.ply,87.109375
ground_564_gt.ply,86.62109375
ground_123_gt.ply,85.498046875
ground_603_gt.ply,87.5
ground_716_gt.ply,84.130859375
ground_657_gt.ply,86.181640625
ground_769_gt.ply,87.939453125
ground_101_gt.ply,83.3984375
ground_291_gt.ply,82.421875
ground_462_gt.ply,70.361328125
ground_698_gt.ply,87.939453125
ground_365_gt.ply,86.9140625
ground_753_gt.ply,83.984375
ground_238_gt.ply,91.259765625
ground_130_gt.ply,87.744140625
ground_457_gt.ply,89.111328125
ground_231_gt.ply,81.298828125
ground_221_gt.ply,88.28125
ground_559_gt.ply,89.35546875
ground_24_gt.ply,86.71875
ground_542_gt.ply,86.71875
ground_739_gt.ply,87.79296875
ground_549_gt.ply,89.013671875
ground_230_gt.ply,83.3984375
ground_470_gt.ply,87.40234375
ground_506_gt.ply,85.25390625
ground_517_gt.ply,86.865234375
ground_215_gt.ply,88.818359375
ground_212_gt.ply,90.185546875
ground_41_gt.ply,90.966796875
ground_703_gt.ply,89.74609375
ground_525_gt.ply,88.57421875
ground_409_gt.ply,88.671875
ground_360_gt.ply,88.8671875
ground_281_gt.ply,86.474609375
ground_317_gt.ply,86.23046875
ground_122_gt.ply,87.98828125
ground_13_gt.ply,90.0390625
ground_635_gt.ply,89.35546875
ground_623_gt.ply,91.162109375
ground_543_gt.ply,80.859375
ground_520_gt.ply,86.669921875
ground_4_gt.ply,92.578125
ground_396_gt.ply,91.6015625
ground_734_gt.ply,85.9375
ground_84_gt.ply,91.2109375
ground_167_gt.ply,85.64453125
ground_587_gt.ply,89.306640625
ground_352_gt.ply,78.466796875
ground_244_gt.ply,85.15625
ground_744_gt.ply,87.744140625
ground_173_gt.ply,87.98828125
ground_655_gt.ply,87.158203125
ground_98_gt.ply,92.333984375
ground_71_gt.ply,92.138671875
ground_139_gt.ply,93.1640625
ground_706_gt.ply,81.201171875
ground_799_gt.ply,87.3046875
ground_609_gt.ply,84.814453125
ground_395_gt.ply,89.404296875
ground_674_gt.ply,83.056640625
ground_371_gt.ply,87.353515625
ground_30_gt.ply,89.35546875
ground_647_gt.ply,67.48046875
ground_150_gt.ply,94.287109375
ground_18_gt.ply,90.576171875
ground_305_gt.ply,86.572265625
ground_547_gt.ply,84.765625
ground_558_gt.ply,84.9609375
ground_236_gt.ply,87.353515625
ground_311_gt.ply,87.548828125
ground_418_gt.ply,89.0625
ground_666_gt.ply,88.427734375
ground_490_gt.ply,86.962890625
ground_574_gt.ply,86.962890625
ground_184_gt.ply,87.98828125
ground_190_gt.ply,74.560546875
ground_532_gt.ply,84.423828125
ground_299_gt.ply,83.203125
ground_149_gt.ply,92.67578125
ground_300_gt.ply,86.376953125
ground_253_gt.ply,83.203125
ground_42_gt.ply,87.20703125
ground_384_gt.ply,90.72265625
ground_776_gt.ply,86.376953125
ground_757_gt.ply,83.740234375
ground_172_gt.ply,89.453125
ground_74_gt.ply,89.697265625
ground_200_gt.ply,84.1796875
ground_331_gt.ply,90.33203125
ground_705_gt.ply,87.109375
ground_328_gt.ply,92.236328125
ground_648_gt.ply,87.841796875
ground_120_gt.ply,89.74609375
ground_700_gt.ply,85.205078125
ground_524_gt.ply,88.525390625
ground_156_gt.ply,91.943359375
ground_417_gt.ply,90.576171875
ground_92_gt.ply,89.794921875
ground_280_gt.ply,77.978515625
ground_475_gt.ply,89.55078125
ground_680_gt.ply,90.4296875
ground_229_gt.ply,86.279296875
ground_330_gt.ply,85.44921875
ground_613_gt.ply,82.8125
ground_307_gt.ply,93.65234375
ground_21_gt.ply,84.423828125
ground_297_gt.ply,84.47265625
ground_282_gt.ply,87.255859375
ground_91_gt.ply,87.646484375
ground_8_gt.ply,88.0859375
ground_441_gt.ply,92.822265625
ground_694_gt.ply,85.791015625
ground_751_gt.ply,91.162109375
ground_259_gt.ply,77.34375
ground_472_gt.ply,89.84375
ground_567_gt.ply,87.451171875
ground_99_gt.ply,85.7421875
ground_246_gt.ply,88.28125
ground_584_gt.ply,83.88671875
ground_804_gt.ply,85.400390625
ground_174_gt.ply,91.9921875
ground_586_gt.ply,87.255859375
ground_616_gt.ply,85.693359375
ground_270_gt.ply,86.083984375
ground_302_gt.ply,86.5234375
ground_171_gt.ply,93.701171875
ground_206_gt.ply,91.40625
ground_588_gt.ply,88.57421875
ground_766_gt.ply,89.892578125
ground_748_gt.ply,88.818359375
ground_128_gt.ply,86.42578125
ground_682_gt.ply,87.5
ground_771_gt.ply,84.27734375
ground_429_gt.ply,92.48046875
ground_208_gt.ply,84.08203125
ground_546_gt.ply,87.40234375
ground_46_gt.ply,89.404296875
ground_735_gt.ply,85.595703125
ground_720_gt.ply,81.54296875
ground_424_gt.ply,92.28515625
ground_718_gt.ply,81.494140625
ground_65_gt.ply,89.794921875
ground_671_gt.ply,83.935546875
ground_296_gt.ply,87.40234375
ground_346_gt.ply,89.990234375
ground_495_gt.ply,81.8359375
ground_59_gt.ply,91.11328125
ground_1_gt.ply,90.673828125
ground_749_gt.ply,86.279296875
ground_183_gt.ply,88.8671875
ground_758_gt.ply,85.3515625
ground_667_gt.ply,88.427734375
ground_511_gt.ply,83.984375
ground_245_gt.ply,88.8671875
ground_116_gt.ply,87.6953125
ground_494_gt.ply,85.009765625
ground_401_gt.ply,76.416015625
ground_362_gt.ply,91.259765625
ground_218_gt.ply,89.404296875
ground_650_gt.ply,88.134765625
ground_119_gt.ply,90.33203125
ground_413_gt.ply,85.009765625
ground_554_gt.ply,86.181640625
ground_800_gt.ply,92.138671875
ground_188_gt.ply,92.28515625
ground_761_gt.ply,90.0390625
ground_605_gt.ply,89.6484375
ground_32_gt.ply,90.0390625
ground_702_gt.ply,85.15625
ground_314_gt.ply,90.625
ground_214_gt.ply,85.25390625
ground_364_gt.ply,86.767578125
ground_251_gt.ply,78.80859375
ground_85_gt.ply,89.94140625
ground_446_gt.ply,88.330078125
ground_566_gt.ply,84.08203125
ground_298_gt.ply,85.595703125
ground_97_gt.ply,86.669921875
ground_450_gt.ply,91.259765625
ground_750_gt.ply,87.060546875
ground_3_gt.ply,91.455078125
ground_683_gt.ply,85.009765625
ground_690_gt.ply,84.5703125
ground_309_gt.ply,87.01171875
ground_736_gt.ply,89.16015625
ground_87_gt.ply,87.40234375
ground_485_gt.ply,88.818359375
ground_372_gt.ply,91.162109375
ground_154_gt.ply,89.2578125
ground_194_gt.ply,86.669921875
ground_117_gt.ply,84.1796875
ground_550_gt.ply,83.251953125
ground_247_gt.ply,85.205078125
ground_219_gt.ply,85.009765625
ground_31_gt.ply,91.064453125
ground_504_gt.ply,88.037109375
ground_654_gt.ply,86.328125
ground_252_gt.ply,85.205078125
ground_135_gt.ply,88.037109375
ground_679_gt.ply,81.34765625
ground_213_gt.ply,88.671875
ground_713_gt.ply,85.205078125
ground_81_gt.ply,87.353515625
ground_414_gt.ply,88.818359375
ground_202_gt.ply,84.326171875
ground_577_gt.ply,89.794921875
ground_19_gt.ply,92.08984375
ground_224_gt.ply,91.2109375
ground_389_gt.ply,85.107421875
ground_772_gt.ply,85.7421875
ground_447_gt.ply,87.890625
ground_497_gt.ply,86.669921875
ground_269_gt.ply,86.42578125
ground_489_gt.ply,85.595703125
ground_377_gt.ply,92.041015625
ground_523_gt.ply,80.2734375
ground_94_gt.ply,87.109375
ground_773_gt.ply,87.939453125
ground_182_gt.ply,87.20703125
ground_357_gt.ply,87.060546875
ground_421_gt.ply,83.7890625
ground_561_gt.ply,87.255859375
ground_75_gt.ply,87.79296875
ground_430_gt.ply,91.259765625
ground_121_gt.ply,87.109375
ground_353_gt.ply,88.37890625
ground_225_gt.ply,88.18359375
ground_369_gt.ply,91.30859375
ground_20_gt.ply,90.966796875
ground_12_gt.ply,91.650390625
ground_480_gt.ply,89.0625
ground_668_gt.ply,88.18359375
ground_628_gt.ply,88.525390625
ground_664_gt.ply,89.208984375
ground_453_gt.ply,87.744140625
ground_27_gt.ply,89.2578125
ground_142_gt.ply,90.185546875
ground_710_gt.ply,85.400390625
mean_percentage_within_threshold,87.30438609182099
